timestamp,merchant_country,processor_name,merchant_vertical,response_code,amount_usd,predicted_recovery_probability,expected_retry_value_usd,decision,top_feature_1,top_feature_2,top_feature_3,explanation_1,explanation_2,explanation_3,actual_recovered_by_retry
2025-07-18 13:16:05,NL,regional-card-specialist-a,saas,05,926.9,0.015673466402922793,4.934707603104197,do_not_retry,interchange_estimate_bps,merchant_vertical,is_soft_decline,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-07-24 13:54:48,US,cross-border-fx-specialist-b,marketplace,14,2133.37,0.006771676756896099,4.9062722150008,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `14` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-31 11:35:09,ZA,cross-border-fx-specialist-b,travel,54,1866.33,0.007565795330760567,4.792094779880428,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `54` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-26 16:42:56,AE,cross-border-fx-specialist-b,ecom,57,271.87,0.0492850813461323,4.539697272950545,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=True` increased the predicted retry recoverability.,Response code `57` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-28 14:22:36,ES,regional-card-specialist-a,saas,96,744.12,0.01670281700237969,4.20011506573377,do_not_retry,interchange_estimate_bps,merchant_vertical,is_soft_decline,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-07-31 14:21:58,TH,regional-bank-processor-c,travel,14,1660.39,0.007408340493261948,4.155257065062521,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `14` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-24 20:43:45,GB,cross-border-fx-specialist-a,marketplace,54,1778.45,0.006620899978086844,3.9712288481099915,do_not_retry,is_soft_decline,risk_skip_flag,response_code,`is_soft_decline=False` decreased the predicted retry recoverability.,`risk_skip_flag=True` decreased the predicted retry recoverability.,Response code `54` decreased the predicted retry recoverability.,False
2025-07-31 21:10:59,ES,high-risk-or-orchestrator-b,saas,62,1677.0,0.006914162016834353,3.9082673957809235,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `62` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-28 12:03:02,US,regional-card-specialist-b,travel,54,1683.59,0.006771676756896099,3.840254544899946,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `54` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-23 17:59:27,US,global-acquirer-b,travel,51,1167.03,0.00910540291358548,3.569197426784582,do_not_retry,risk_skip_flag,is_soft_decline,response_code,`risk_skip_flag=True` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,Response code `51` increased the predicted retry recoverability.,False
2025-07-22 15:21:38,DE,global-acquirer-a,travel,51,1179.97,0.008612679902490317,3.406946366589525,do_not_retry,risk_skip_flag,is_soft_decline,response_code,`risk_skip_flag=True` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,Response code `51` increased the predicted retry recoverability.,False
2025-07-25 07:58:06,IN,global-acquirer-b,marketplace,51,1211.68,0.008301762116035187,3.3706776922651307,do_not_retry,risk_skip_flag,is_soft_decline,response_code,`risk_skip_flag=True` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,Response code `51` increased the predicted retry recoverability.,False
2025-07-21 13:28:33,US,global-acquirer-a,saas,54,1468.74,0.006771676756896099,3.331041381973251,do_not_retry,is_soft_decline,response_code,merchant_vertical,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `54` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,False
2025-07-21 17:45:56,BR,cross-border-fx-specialist-b,saas,61,301.4,0.0324221596836132,3.2702136250243563,do_not_retry,merchant_vertical,is_soft_decline,response_code,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,Response code `61` decreased the predicted retry recoverability.,False
2025-08-05 14:21:27,FR,cross-border-fx-specialist-b,travel,41,1382.85,0.006914162016834353,3.1964371307427846,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `41` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-20 09:04:31,US,global-acquirer-b,saas,05,1146.24,0.008313942268138353,3.185420614900817,do_not_retry,risk_skip_flag,merchant_vertical,is_soft_decline,`risk_skip_flag=True` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-07-18 21:50:07,FR,regional-card-specialist-b,ecom,07,1355.84,0.00684811400448504,3.099731412144348,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `07` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-17 11:27:27,US,global-acquirer-b,travel,14,1307.64,0.006990092242152284,3.0491834768348043,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `14` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-28 21:44:28,DE,cross-border-fx-specialist-a,saas,51,531.07,0.017077585262509378,3.0242876218763,do_not_retry,interchange_estimate_bps,merchant_vertical,is_soft_decline,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-07-15 12:07:49,US,high-risk-or-orchestrator-b,ecom,05,198.45,0.04553526247249467,3.0127654931832986,do_not_retry,interchange_estimate_bps,is_soft_decline,risk_skip_flag,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-11 15:36:01,FR,regional-card-specialist-a,travel,14,1252.97,0.007202483672362589,3.0085735884360534,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `14` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-08-02 15:10:03,ZA,global-acquirer-b,saas,57,175.89,0.049392214110753604,2.8906587889791577,do_not_retry,merchant_vertical,is_soft_decline,response_code,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,Response code `57` decreased the predicted retry recoverability.,False
2025-07-27 16:27:35,CL,global-acquirer-a,saas,41,1222.26,0.00702406995214971,2.8548339089000763,do_not_retry,is_soft_decline,response_code,merchant_vertical,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `41` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,False
2025-07-20 20:08:12,DE,regional-bank-processor-b,travel,54,1223.6,0.006771676756896099,2.750038287908323,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `54` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-30 22:00:20,GB,cross-border-fx-specialist-b,saas,92,220.2,0.03632975862389153,2.6499344971433203,do_not_retry,merchant_vertical,is_soft_decline,response_code,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,Response code `92` decreased the predicted retry recoverability.,False
2025-07-12 20:39:06,NL,regional-card-specialist-b,saas,54,1159.02,0.006771676756896099,2.5969780781722007,do_not_retry,is_soft_decline,interchange_estimate_bps,merchant_vertical,`is_soft_decline=False` decreased the predicted retry recoverability.,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,False
2025-08-04 13:38:10,US,regional-card-specialist-b,saas,57,163.28,0.04793346553882681,2.5893016886128746,do_not_retry,merchant_vertical,is_soft_decline,response_code,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,Response code `57` decreased the predicted retry recoverability.,False
2025-08-06 23:07:02,US,cross-border-fx-specialist-b,saas,05,199.31,0.03827504747739313,2.5200098994517286,do_not_retry,merchant_vertical,is_soft_decline,risk_skip_flag,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,True
2025-07-22 10:37:21,IT,cross-border-fx-specialist-a,travel,54,1120.13,0.006771676756896099,2.5048053999957096,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `54` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-26 18:19:05,GB,high-risk-or-orchestrator-b,saas,05,439.27,0.017219139050505546,2.49734792375045,do_not_retry,interchange_estimate_bps,merchant_vertical,is_soft_decline,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-07-14 23:19:22,SG,high-risk-or-orchestrator-a,travel,62,1104.78,0.00676878762239661,2.467307416314964,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `62` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-21 22:28:54,US,global-acquirer-b,travel,14,1113.21,0.006476767756807101,2.3735009220943315,do_not_retry,is_soft_decline,risk_skip_flag,response_code,`is_soft_decline=False` decreased the predicted retry recoverability.,`risk_skip_flag=True` decreased the predicted retry recoverability.,Response code `14` decreased the predicted retry recoverability.,False
2025-07-20 22:24:09,DE,cross-border-fx-specialist-a,saas,05,424.83,0.01682369929319146,2.351524259754285,do_not_retry,interchange_estimate_bps,merchant_vertical,is_soft_decline,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-07-30 19:57:55,DE,global-acquirer-a,travel,04,1007.04,0.006771676756896099,2.2367722764426263,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `04` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-18 11:51:15,DE,global-acquirer-a,ecom,62,1001.78,0.006771676756896099,2.2243056195331805,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `62` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-08-05 12:50:04,GB,global-acquirer-b,saas,51,504.34,0.013335868265324888,2.2040341303268836,do_not_retry,interchange_estimate_bps,merchant_vertical,is_soft_decline,Feature `interchange_estimate_bps` with value `7.8` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-07-13 19:17:14,SA,regional-card-specialist-b,travel,14,907.95,0.00737133578340199,2.192481513588943,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `14` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-08-01 19:38:36,GB,regional-card-specialist-a,travel,43,958.13,0.0069223260763755,2.17137089924518,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `43` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-11 18:17:21,DE,cross-border-fx-specialist-a,saas,14,955.28,0.0069223260763755,2.1644658789839952,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `14` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-08-03 13:44:31,AR,cross-border-fx-specialist-b,travel,41,967.34,0.006771676756896099,2.142679827905555,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `41` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-08-02 09:15:15,IT,regional-card-specialist-b,travel,54,896.84,0.0072079104970924415,2.112519857574335,do_not_retry,is_soft_decline,mastercard_advice_code,response_code,`is_soft_decline=False` decreased the predicted retry recoverability.,Feature `mastercard_advice_code` with value `1.0` decreased the predicted retry recoverability.,Response code `54` decreased the predicted retry recoverability.,False
2025-07-11 15:45:44,CA,cross-border-fx-specialist-a,travel,51,772.11,0.008322259663950012,2.0989949681963553,do_not_retry,risk_skip_flag,is_soft_decline,response_code,`risk_skip_flag=True` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,Response code `51` increased the predicted retry recoverability.,False
2025-08-03 15:27:30,IN,global-acquirer-b,saas,NW,780.27,0.008093401319715152,2.0602633867069495,do_not_retry,risk_skip_flag,merchant_vertical,is_soft_decline,`risk_skip_flag=True` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-07-24 07:57:04,US,cross-border-fx-specialist-a,travel,62,866.6,0.007248913116091694,2.0486678372417715,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `62` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-29 12:37:13,IN,global-acquirer-b,ecom,05,767.42,0.008131231351896953,2.034024347425466,do_not_retry,risk_skip_flag,is_soft_decline,card_country,`risk_skip_flag=True` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,Feature `card_country` with value `IN` decreased the predicted retry recoverability.,False
2025-07-30 17:35:32,AU,cross-border-fx-specialist-b,ecom,05,797.02,0.00774399229752585,2.0102408593409185,do_not_retry,risk_skip_flag,is_soft_decline,card_country,`risk_skip_flag=True` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,Feature `card_country` with value `AU` decreased the predicted retry recoverability.,False
2025-07-19 12:20:11,PL,global-acquirer-b,saas,51,431.96,0.014011341130933854,1.9683186202213652,do_not_retry,interchange_estimate_bps,merchant_vertical,is_soft_decline,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-07-20 19:47:56,EG,regional-card-specialist-a,saas,05,131.41,0.04569770479715229,1.9517973855878232,do_not_retry,merchant_vertical,is_soft_decline,risk_skip_flag,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-16 08:42:51,IN,cross-border-fx-specialist-a,travel,43,833.81,0.0069223260763755,1.8701666470099292,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `43` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-11 10:50:01,ES,cross-border-fx-specialist-b,travel,14,840.73,0.00676878762239661,1.8417529862221256,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `14` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-17 15:05:22,FR,cross-border-fx-specialist-a,saas,NW,333.42,0.01644953515461225,1.769611403937786,do_not_retry,interchange_estimate_bps,merchant_vertical,is_soft_decline,Feature `interchange_estimate_bps` with value `8.4` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-08-04 14:48:04,GB,regional-card-specialist-b,ecom,54,776.52,0.0069223260763755,1.7313636256894858,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `54` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-17 15:42:42,ES,high-risk-or-orchestrator-b,travel,54,729.25,0.007362646096456296,1.7292233830442638,do_not_retry,is_soft_decline,response_code,risk_skip_flag,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `54` decreased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-12 14:53:11,GB,regional-card-specialist-b,saas,57,280.34,0.019128416491089317,1.7268610976891925,do_not_retry,interchange_estimate_bps,merchant_vertical,is_soft_decline,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-08-04 00:39:47,DE,regional-card-specialist-b,ecom,05,130.06,0.04118172262643248,1.7246331956778327,do_not_retry,interchange_estimate_bps,is_soft_decline,risk_skip_flag,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-07-15 11:27:41,DE,cross-border-fx-specialist-b,saas,05,343.29,0.015355998958292828,1.6950463088373204,do_not_retry,interchange_estimate_bps,merchant_vertical,is_soft_decline,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-07-11 19:41:22,SA,regional-card-specialist-a,saas,54,729.69,0.00702406995214971,1.6438877611844427,do_not_retry,is_soft_decline,response_code,merchant_vertical,`is_soft_decline=False` decreased the predicted retry recoverability.,Response code `54` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,False
2025-07-28 15:38:03,US,cross-border-fx-specialist-a,saas,51,293.82,0.017125205775591665,1.61110478634452,do_not_retry,interchange_estimate_bps,merchant_vertical,is_soft_decline,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-07-24 21:11:23,US,cross-border-fx-specialist-a,travel,05,587.13,0.008235000317846193,1.5422555078159623,do_not_retry,risk_skip_flag,is_soft_decline,response_code,`risk_skip_flag=True` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,Response code `05` decreased the predicted retry recoverability.,False
2025-07-19 23:06:00,BR,regional-bank-processor-a,saas,51,289.57,0.016337390949762196,1.5057864040629234,do_not_retry,interchange_estimate_bps,merchant_vertical,is_soft_decline,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-08-02 16:45:11,US,global-acquirer-a,travel,96,523.66,0.008940849031567444,1.4886877513547125,do_not_retry,risk_skip_flag,response_code,is_soft_decline,`risk_skip_flag=True` decreased the predicted retry recoverability.,Response code `96` increased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-07-31 10:49:50,FR,cross-border-fx-specialist-b,ecom,05,114.0,0.040683285339392854,1.473263085041775,do_not_retry,interchange_estimate_bps,is_soft_decline,risk_skip_flag,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,`risk_skip_flag=False` increased the predicted retry recoverability.,False
2025-08-03 09:44:44,DE,global-acquirer-a,saas,05,302.53,0.015250255276576865,1.4647809050879796,do_not_retry,interchange_estimate_bps,merchant_vertical,is_soft_decline,Feature `interchange_estimate_bps` with value `5.0` decreased the predicted retry recoverability.,Merchant vertical `saas` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,False
2025-07-23 15:33:56,US,regional-card-specialist-b,travel,51,536.58,0.008584503385209035,1.4621954892524125,do_not_retry,risk_skip_flag,is_soft_decline,response_code,`risk_skip_flag=True` decreased the predicted retry recoverability.,`is_soft_decline=True` increased the predicted retry recoverability.,Response code `51` increased the predicted retry recoverability.,False
